time,value
0.0,1.1
0.05008347245409015,0.9743105085255281
0.1001669449081803,1.2456499683616542
0.15025041736227046,1.113657245574185
0.2003338898163606,1.3769979705516446
0.25041736227045075,1.2363403724438016
0.3005008347245409,1.4890155181780391
0.35058430717863104,1.3375343180444954
0.4006677796327212,1.5771247680714842
0.4507512520868114,1.4129500711773793
0.5008347245409015,1.6373664782115387
0.5509181969949917,1.4589938729742715
0.6010016694490818,1.666548008282902
0.651085141903172,1.4729031926574614
0.7011686143572621,1.6623660397031874
0.7512520868113522,1.4528550800633735
0.8013355592654424,1.6234995710303257
0.8514190317195326,1.3980429530620146
0.9015025041736228,1.54966978441468
0.9515859766277128,1.3087189836072681
1.001669449081803,1.4416645404010813
1.0517529215358932,1.1862004535200228
1.1018363939899833,1.3013265007618713
1.1519198664440735,1.032839717459538
1.2020033388981637,1.1315051581275748
1.2520868113522539,0.8519586909950863
1.302170283806344,0.9359743216357179
1.352253756260434,0.6477500308542036
1.4023372287145242,0.7193178245948865
1.4524207011686143,0.4251483480007272
1.5025041736227045,0.48678734011006514
1.5525876460767947,0.18967585056387581
1.6026711185308848,0.2441371740147607
1.652754590984975,-0.052732284669971055
1.7028380634390652,-0.0025582835770882884
1.7529215358931554,-0.29591679846387126
1.8030050083472455,-0.2470981550545885
1.8530884808013357,-0.533690976297803
1.9031719532554257,-0.48335303758945636
1.9532554257095158,-0.7600382266346183
2.003338898163606,-0.7054604940444558
2.0534223706176964,-0.9693037868604448
2.1035058430717863,-0.9080113228461842
2.1535893155258763,-1.156373940667908
2.2036727879799667,-1.0862201824977331
2.2537562604340566,-1.316836571246349
2.303839732888147,-1.2360746983415907
2.353923205342237,-1.4471175330114225
2.4040066777963274,-1.3544579381320343
2.4540901502504173,-1.5445881773905688
2.5041736227045077,-1.439240082016199
2.5542570951585977,-1.6076403851305883
2.604340567612688,-1.4893361983435494
2.654424040066778,-1.6357266026360169
2.704507512520868,-1.5047282308127512
2.7545909849749584,-1.6293636123723927
2.8046744574290483,-1.4864505624748408
2.8547579298831387,-1.590100043669127
2.9048414023372287,-1.4365398033643653
2.954924874791319,-1.520448905081362
3.005008347245409,-1.3579507056051743
3.0550918196994994,-1.4237876476324445
3.1051752921535893,-1.2544412981819848
3.1552587646076797,-1.304229406238423
3.2053422370617697,-1.1304314110855556
3.2554257095158596,-1.1664700741096299
3.30550918196995,-0.9908396870751518
3.35559265442404,-1.01561670627283
3.4056761268781304,-0.8409049260087982
3.4557595993322203,-0.8570033938123454
3.5058430717863107,-0.685998145187506
3.5559265442404007,-0.6960011772111111
3.606010016694491,-0.5314320504690387
3.656093489148581,-0.5378287602779223
3.7061769616026714,-0.38227468613036847
3.7562604340567614,-0.38737073887903306
3.8063439065108513,-0.24317386416051925
3.8564273789649417,-0.24900977289792675
3.9065108514190316,-0.11819857196152342
3.956594323873122,-0.12647861585198766
4.006677796327212,-0.01070293576681514
4.056761268781302,-0.02273719283071576
4.106844741235393,0.07678250228725193
4.156928213689483,0.06012099022667565
4.207011686143573,0.1426284232996259
4.257095158597663,0.12092988201128
4.307178631051753,0.18615063777738639
4.357262103505843,0.15947731496982126
4.407345575959933,0.20761882380761695
4.457429048414023,0.17649602160394443
4.507512520868113,0.2082299262194002
4.557595993322204,0.1736197035962092
4.607679465776294,0.19004731458763743
4.657762938230384,0.1533058736846431
4.707846410684474,0.15590802641304405
4.757929883138565,0.11872838193629022
4.808013355592655,0.10930156614787737
4.858096828046745,0.07364362480046797
4.908180300500835,0.05422475016596604
4.958263772954925,0.022235378350429075
5.008347245409015,-0.004982054014827519
5.058430717863105,-0.031056037142578825
5.108514190317195,-0.06381127951940084
5.158597662771285,-0.08171399298270011
5.208681135225376,-0.11777063725953613
5.258764607679466,-0.12532858321996282
5.308848080133556,-0.1625650334397206
5.358931552587646,-0.15777574616970325
5.409015025041736,-0.1942712624693658
